Number	Length	Length_Real	Stemming	Stemming_Real	Angle	Angle_Real	Azimuth	Azimuth_Real	Subdrilling	Subdrilling_Real	Total_Charge	Total_Charge_Real	Charge_Bulk	Charge_Bulk_Real	Charge_Cartridge	Charge_Cartridge_Real	Charge_Description	eliminated	waterPresence	waterColumn	waterColumn_Real	changed	userName	userLogin	userId	dateUpdate	problemList	redrilled	StemmingProblem	ChargeProblem	Label1	Label2	Burden	Spacing	json	Diameter	Diameter_Real	UTM_X	UTM_X_Real	UTM_Y	UTM_Y_Real	Booster	Booster_Real	PowderFactor	PowderFactor_Real	Comment	FinalLength	TruckNumber	NumberOfDetonators	NumberOfPrimes	Temperature	Density	final_length	truck_number	number_detonators	number_primes	temperature	density
287	11.832	11.5	2.3	2.3	0	0	0	0	0.6	0.6	168.744	180	168.744	180	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":180,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:37:07		0	0	0			0	0		0.14	0.14	748540.385	748540.385	8930281.051	8930281.051	1	0	0	0		0	0	0	0	0	0						0
288	11.767	11.3	2.3	2.3	0	0	0	0	0.6	0.6	167.593	167.593	167.593	167.593	0	0	[{"name":"Emuls\u00e3o 1.15","qty":167.593,"mytype":"bulk"}]	0	1	0	1	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:17:35		0	0	0			0	0		0.14	0.14	748540.394	748540.394	8930277.705	8930277.705	1	0	0	0		0	0	0	0	0	0						0
289	11.383	11.3	2.3	2.3	0	0	0	0	0.6	0.6	160.795	160.795	160.795	160.795	0	0	[{"name":"Emuls\u00e3o 1.15","qty":160.795,"mytype":"bulk"}]	0	1	0	2	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:17:50		0	0	0			0	0		0.14	0.14	748540.394	748540.394	8930274.333	8930274.333	1	0	0	0		0	0	0	0	0	0						0
290	11.051	10.6	2.3	2.3	0	0	0	0	0.6	0.6	154.918	154.918	154.918	154.918	0	0	[{"name":"Emuls\u00e3o 1.15","qty":154.918,"mytype":"bulk"}]	0	1	0	4	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:17:18		0	0	0			0	0		0.14	0.14	748540.378	748540.378	8930270.957	8930270.957	1	0	0	0		0	0	0	0	0	0						0
291	10.871	10.6	2.3	2.3	0	0	0	0	0.6	0.6	151.731	151.731	151.731	151.731	0	0	[{"name":"Emuls\u00e3o 1.15","qty":151.731,"mytype":"bulk"}]	0	1	0	4	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:14:11		0	0	0			0	0		0.14	0.14	748540.425	748540.425	8930267.614	8930267.614	1	0	0	0		0	0	0	0	0	0						0
292	10.671	11.2	2.3	2.3	0	0	0	0	0.6	0.6	148.191	148.191	148.191	148.191	0	0	[{"name":"Emuls\u00e3o 1.15","qty":148.191,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:13:32		0	0	0			0	0		0.14	0.14	748540.373	748540.373	8930264.206	8930264.206	1	0	0	0		0	0	0	0	0	0						0
293	10.699	10.7	2.3	2.3	0	0	0	0	0.6	0.6	148.686	148.686	148.686	148.686	0	0	[{"name":"Emuls\u00e3o 1.15","qty":148.686,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:13:08		0	0	0			0	0		0.14	0.14	748540.4	748540.4	8930260.883	8930260.883	1	0	0	0		0	0	0	0	0	0						0
294	10.659	10.6	2.3	2.3	0	0	0	0	0.6	0.6	147.978	147.978	147.978	147.978	0	0	[{"name":"Emuls\u00e3o 1.15","qty":147.978,"mytype":"bulk"}]	0	1	0	3	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:12:45		0	0	0			0	0		0.14	0.14	748540.379	748540.379	8930257.477	8930257.477	1	0	0	0		0	0	0	0	0	0						0
295	10.668	10.3	2.3	2.3	0	0	0	0	0.6	0.6	148.138	148.138	148.138	148.138	0	0	[{"name":"Emuls\u00e3o 1.15","qty":148.138,"mytype":"bulk"}]	0	1	0	3	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:12:33		0	0	0			0	0		0.14	0.14	748540.381	748540.381	8930254.115	8930254.115	1	0	0	0		0	0	0	0	0	0						0
298	10.955	9.8	2.3	2.3	0	0	0	0	0.6	0.6	153.218	153.218	153.218	153.218	0	0	[{"name":"Emuls\u00e3o 1.15","qty":153.218,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:11:15		0	0	0			0	0		0.14	0.14	748537.411	748537.411	8930255.784	8930255.784	1	0	0	0		0	0	0	0	0	0						0
299	11.167	10	2.3	2.3	0	0	0	0	0.6	0.6	156.971	156.971	156.971	156.971	0	0	[{"name":"Emuls\u00e3o 1.15","qty":156.971,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:11:53		0	0	0			0	0		0.14	0.14	748537.465	748537.465	8930259.191	8930259.191	1	0	0	0		0	0	0	0	0	0						0
300	11.141	9.8	2.3	2.3	0	0	0	0	0.6	0.6	156.511	156.511	156.511	156.511	0	0	[{"name":"Emuls\u00e3o 1.15","qty":156.511,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:12:05		0	0	0			0	0		0.14	0.14	748537.464	748537.464	8930262.562	8930262.562	1	0	0	0		0	0	0	0	0	0						0
301	11.009	10.3	2.3	2.3	0	0	0	0	0.6	0.6	154.174	154.174	154.174	154.174	0	0	[{"name":"Emuls\u00e3o 1.15","qty":154.174,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:12:28		0	0	0			0	0		0.14	0.14	748537.428	748537.428	8930265.917	8930265.917	1	0	0	0		0	0	0	0	0	0						0
302	11.218	10.5	2.3	2.3	0	0	0	0	0.6	0.6	157.874	157.874	157.874	157.874	0	0	[{"name":"Emuls\u00e3o 1.15","qty":157.874,"mytype":"bulk"}]	0	1	0	5	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:12:49		0	0	0			0	0		0.14	0.14	748537.475	748537.475	8930269.292	8930269.292	1	0	0	0		0	0	0	0	0	0						0
303	11.441	10.7	2.3	2.3	0	0	0	0	0.6	0.6	161.822	161.822	161.822	161.822	0	0	[{"name":"Emuls\u00e3o 1.15","qty":161.822,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:13:06		0	0	0			0	0		0.14	0.14	748537.428	748537.428	8930272.66	8930272.66	1	0	0	0		0	0	0	0	0	0						0
304	11.69	11	2.3	2.3	0	0	0	0	0.6	0.6	166.23	166.23	166.23	166.23	0	0	[{"name":"Emuls\u00e3o 1.15","qty":166.23,"mytype":"bulk"}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	23/05/2026, 13:13:21		0	0	0			0	0		0.14	0.14	748537.445	748537.445	8930276.021	8930276.021	1	0	0	0		0	0	0	0	0	0						0
305	11.723	11.2	2.3	2.3	0	0	0	0	0.6	0.6	166.814	173.1	166.814	173.1	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":173.1,"weight":1}]	0	1	0	3	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:36:50		0	0	0			0	0		0.14	0.14	748537.455	748537.455	8930279.383	8930279.383	1	0	0	0		0	0	0	0	0	0						0
321	12.049	0	2.3	0	0	0	0	0	0.6	0	172.585	0	172.585	0	0	0		0	0	0	0	0			0		[]	0	0	0			0	0		0.14	0	748574.74	0	8930289.51	0	1	0	0	0		0	0	0	0	0	0						0
333	11.911	0	2.3	0	0	0	0	0	0.6	0	170.142	0	170.142	0	0	0		0	0	0	0	0			0		[]	0	0	0			0	0		0.14	0	748572.49	0	8930286.14	0	1	0	0	0		0	0	0	0	0	0						0
334	11.747	0	2.3	0	0	0	0	0	0.6	0	167.239	0	167.239	0	0	0		0	0	0	0	0			0		[]	0	0	0			0	0		0.14	0	748572.49	0	8930292.88	0	1	0	0	0		0	0	0	0	0	0						0
343	11.997	0	2.3	0	0	0	0	0	0.6	0	171.665	0	171.665	0	0	0		0	0	0	0	0			0		[]	0	0	0			0	0		0.14	0	748570.25	0	8930296.25	0	1	0	0	0		0	0	0	0	0	0						0
344	11.977	0	2.3	0	0	0	0	0	0.6	0	171.311	0	171.311	0	0	0		0	0	0	0	0			0		[]	0	0	0			0	0		0.14	0	748570.25	0	8930289.51	0	1	0	0	0		0	0	0	0	0	0						0
399	12.057	0	2.3	0	0	0	0	0	0.6	0	172.727	0	172.727	0	0	0		0	0	0	0	0			0		[]	0	0	0			0	0		0.14	0	748559.89	0	8930252.44	0	1	0	0	0		0	0	0	0	0	0						0
448	12.512	10.9	2.3	2.3	0	0	0	0	0.6	0.6	180.782	170.8	180.782	170.8	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":170.8,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 19:09:57		0	0	0			0	0		0.14	0.14	748555.03	748555.03	8930292.88	8930292.88	1	0	0	0		0	0	0	0	0	0						0
475	12.463	10	2.3	2.3	0	0	0	0	0.6	0.6	179.914	146.5	179.914	146.5	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":146.5,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:58:33		0	0	1			0	0		0.14	0.14	748552.1	748552.1	8930294.56	8930294.56	1	0	0	0		0	0	0	0	0	0						0
476	12.271	11.4	2.3	2.3	0	0	0	0	0.6	0.6	176.515	175.6	176.515	175.6	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":175.6,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:54:33		0	0	0			0	0		0.14	0.14	748552.1	748552.1	8930291.19	8930291.19	1	0	0	0		0	0	0	0	0	0						0
500	12.064	11.4	2.3	2.3	0	0	0	0	0.6	0.6	172.851	151	172.851	151	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":151,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:54:38		0	0	0			0	0		0.14	0.14	748549.17	748549.17	8930289.51	8930289.51	1	0	0	0		0	0	0	0	0	0						0
501	12.362	11.9	2.3	2.3	0	0	0	0	0.6	0.6	178.126	192.7	178.126	192.7	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":192.7,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:56:59		0	0	0			0	0		0.14	0.14	748549.17	748549.17	8930292.88	8930292.88	1	0	0	0		0	0	0	0	0	0						0
531	12.703	11.1	2.3	2.3	0	0	0	0	0.6	0.6	184.163	194.1	184.163	194.1	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":194.1,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:12:10		0	0	0			0	0		0.14	0.14	748546.24	748546.24	8930294.56	8930294.56	1	0	0	0		0	0	0	0	0	0						0
532	12.755	11.7	2.3	2.3	0	0	0	0	0.6	0.6	185.084	202.1	185.084	202.1	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":202.1,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:16:38		0	0	0			0	0		0.14	0.14	748546.24	748546.24	8930291.19	8930291.19	1	0	0	0		0	0	0	0	0	0						0
533	11.944	11.2	2.3	2.3	0	0	0	0	0.6	0.6	170.727	181.4	170.727	181.4	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":181.4,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:22:23		0	0	0			0	0		0.14	0.14	748546.24	748546.24	8930287.82	8930287.82	1	0	0	0		0	0	0	0	0	0						0
555	11.96	12	2.3	2.3	0	0	0	0	0.6	0.6	171.01	190.1	171.01	190.1	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":190.1,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:25:00		0	0	0			0	0		0.14	0.14	748543.31	748543.31	8930286.14	8930286.14	1	0	0	0		0	0	0	0	0	0						0
556	12.372	12.2	2.3	2.3	0	0	0	0	0.6	0.6	178.303	204.9	178.303	204.9	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":204.9,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:19:00		0	0	0			0	0		0.14	0.14	748543.31	748543.31	8930289.51	8930289.51	1	0	0	0		0	0	0	0	0	0						0
557	12.957	11.7	2.3	2.3	0	0	0	0	0.6	0.6	188.66	184.9	188.66	184.9	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":184.9,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:14:20		0	0	0			0	0		0.14	0.14	748543.31	748543.31	8930292.88	8930292.88	1	0	0	0		0	0	0	0	0	0						0
588	13.155	11	2.3	2.3	0	0	0	0	0.6	0.6	192.165	173	192.165	173	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":173,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:07:01		0	0	0			0	0		0.14	0.14	748540.38	748540.38	8930294.56	8930294.56	1	0	0	0		0	0	0	0	0	0						0
589	12.923	11.2	2.3	2.3	0	0	0	0	0.6	0.6	188.058	173	188.058	173	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":173,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:00:06		0	0	0			0	0		0.14	0.14	748540.38	748540.38	8930291.19	8930291.19	1	0	0	0		0	0	0	0	0	0						0
590	12.087	11.3	2.3	2.3	0	0	0	0	0.6	0.6	173.258	171.2	173.258	171.2	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":171.2,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:54:11		0	0	0			0	0		0.14	0.14	748540.38	748540.38	8930287.82	8930287.82	1	0	0	0		0	0	0	0	0	0						0
591	11.775	11.6	2.3	2.3	0	0	0	0	0.6	0.6	167.735	180.4	167.735	180.4	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":180.4,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:49:41		0	0	0			0	0		0.14	0.14	748540.38	748540.38	8930284.45	8930284.45	1	0	0	0		0	0	0	0	0	0						0
611	11.814	11.5	2.3	2.3	0	0	0	0	0.6	0.6	168.425	145	168.425	145	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":145,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:47:00		0	0	0			0	0		0.14	0.14	748537.45	748537.45	8930282.77	8930282.77	1	0	0	0		0	0	0	0	0	0						0
612	11.775	11.2	2.3	2.3	0	0	0	0	0.6	0.6	167.735	151.9	167.735	151.9	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":151.9,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:51:37		0	0	0			0	0		0.14	0.14	748537.45	748537.45	8930286.14	8930286.14	1	0	0	0		0	0	0	0	0	0						0
613	12.32	12	2.3	2.3	0	0	0	0	0.6	0.6	177.383	162.7	177.383	162.7	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":162.7,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:57:42		0	0	0			0	0		0.14	0.14	748537.45	748537.45	8930289.51	8930289.51	1	0	0	0		0	0	0	0	0	0						0
614	13.048	13.048	2.3	2.3	0	0	0	0	0.6	0.6	190.271	171.5	190.271	171.5	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":171.5,"weight":1}]	0	1	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:02:34		0	0	0			0	0		0.14	0.14	748537.45	748537.45	8930292.88	8930292.88	1	0	0	0		0	0	0	0	0	0						0
615	12.976	11.5	2.3	2.3	0	0	0	0	0.6	0.6	188.996	158.8	188.996	158.8	0	0	[{"index":1,"mytype":"bulk","name":"Emuls\u00e3o 1.15","qty":158.8,"weight":1}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:04:57		0	0	0			0	0		0.14	0.14	748537.45	748537.45	8930296.25	8930296.25	1	0	0	0		0	0	0	0	0	0						0
253	0	12.3	0	2.3	0	0	0	0	0	0.6	0	188.9	0	188.9	0	0	[{"index":0,"mytype":"bulk","name":"","qty":188.9,"weight":0}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 18:09:26	[]	0	0	0			0	0		0	0.14	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0					
616	0	11	0	2.3	0	0	0	0	0	0.6	0	164.5	0	164.5	0	0	[{"index":0,"mytype":"bulk","name":"","qty":164.5,"weight":0}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 19:04:46	[]	0	0	0			0	0		0	0.14	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0					
617	0	11.3	0	2.3	0	0	0	0	0	0.6	0	146.9	0	146.9	0	0	[{"index":0,"mytype":"bulk","name":"","qty":146.9,"weight":0}]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 19:00:12	[]	0	0	0			0	0		0	0.14	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0					
618	0	11.747	0	2.3	0	0	0	0	0	0.6	0	0	0	0	0	0	[]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:29:26	[]	0	0	0			0	0		0	0.14	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0					
619	0	11.6	0	2.3	0	0	0	0	0	0.6	0	0	0	0	0	0	[]	0	0	0	0	1	thiago.ferreira@enaex.com	thiago.ferreira@enaex.com	9005	25/05/2026, 17:31:01	[]	0	0	0			0	0		0	0.14	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0					
